"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2012-12",,,,,"0",",S","0",",S","0","5,S","0","5,S","0","1,S","24","1,S","0","1,S","38","5,S,31,","0.00",",,S,31,+","83","1,S,07,",,,,,"0.00",",,,S","59.6","6,S","75.1","1,,,S","44.0","5,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-01","0","S","0","3,S","1","1,S","0","1,S","0","3,S","0","3,S","0","1,S","20","1,S","0","1,S","34","3,S,05,","0.04","1,,S,18,","81","1,S,30,",,,"246","1,S","0.04","1,,,S","56.2","3,S","71.5","1,,,S","40.9","3,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-02","5","S","5","2,S","6",",S","5",",S","0","2,S","0","2,S","0",",S","23",",S","0",",S","43","2,S,08,","0.43",",,S,22,+","80",",S,19,",,,"74",",S","1.94",",,,S","62.2","2,S","74.0",",,,S","50.4","2,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-03","218","S","213","5,S","1",",S","1",",S","0","2,S","0","2,S","0","3,S","28","3,S","12","3,S","47","2,S,02,","1.50",",,S,29,","96","3,S,20,",,,"2","3,S","1.50",",,,S","72.8","5,S","88.5","3,,,S","57.2","2,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-04","652","S","433","4,S","3",",S","2",",S","0","2,S","0","2,S","0","2,S","28","2,S","23","2,S","63","2,S,17,","0.24",",,S,21,","105","2,S,15,",,,"0","2,S","0.48",",,,S","81.7","4,S","96.0","2,,,S","67.4","2,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-05",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.04",",,S,11,",,,,,,,"0.04",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-06",,,,,"1","3,S","0","3,S",,,,,,,,,,,,,"0.08","3,,S,16,",,,,,,,"0.08","3,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-07",,,,,"1",",S","1",",S",,,,,,,,,,,,,"2.40",",,S,26,",,,,,,,"2.40",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-08",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.04",",,S,03,",,,,,,,"0.04",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-09",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-10",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-11",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,30,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2013-12",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-01",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-02",,,,,"3",",S","2",",S",,,,,,,,,,,,,"0.31",",,S,07,",,,,,,,"0.54",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-03",,,,,"1",",S","1",",S",,,,,,,,,,,,,"0.28",",,S,24,",,,,,,,"0.28",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-04",,,,,"4",",S","1",",S",,,,,,,,,,,,,"1.22",",,S,22,",,,,,,,"1.42",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-05",,,,,"6",",S","3",",S",,,,,,,,,,,,,"1.06",",,S,18,",,,,,,,"1.49",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-06",,,,,"1","1,S","1","1,S",,,,,,,,,,,,,"0.42","1,,S,23,",,,,,,,"0.42","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-07",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-08",,,,,"1","1,S","0","1,S",,,,,,,,,,,,,"0.07","1,,S,28,",,,,,,,"0.07","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-09",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-10",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-11",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,30,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2014-12",,,,,"0","2,S","0","2,S",,,,,,,,,,,,,"0.00","2,,S,31,+",,,,,,,"0.00","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-01",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,31,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-02",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,28,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-03",,,,,"6",",S","3",",S",,,,,,,,,,,,,"0.32",",,S,07,",,,,,,,"0.75",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-04",,,,,"3",",S","3",",S",,,,,,,,,,,,,"1.08",",,S,11,",,,,,,,"2.34",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-05",,,,,"3",",S","2",",S",,,,,,,,,,,,,"0.44",",,S,13,",,,,,,,"0.93",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-06",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.03",",,S,24,",,,,,,,"0.03",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-08",,,,,"2",",S","0",",S",,,,,,,,,,,,,"0.06",",,S,16,+",,,,,,,"0.12",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-09",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.07",",,S,21,",,,,,,,"0.07",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-10",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,31,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-11",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2015-12",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-01",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-02",,,,,"1","1,S","0","1,S",,,,,,,,,,,,,"0.04","1,,S,19,",,,,,,,"0.04","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-03",,,,,"4",",S","3",",S",,,,,,,,,,,,,"0.68",",,S,05,",,,,,,,"1.52",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-04",,,,,"3","1,S","1","1,S",,,,,,,,,,,,,"1.73","1,,S,10,",,,,,,,"1.91","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-05",,,,,"1","1,S","1","1,S",,,,,,,,,,,,,"1.65","1,,S,04,",,,,,,,"1.65","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-06",,,,,"1",",S","1",",S",,,,,,,,,,,,,"1.10",",,S,28,",,,,,,,"1.10",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-07",,,,,"2",",S","0",",S",,,,,,,,,,,,,"0.08",",,S,19,",,,,,,,"0.12",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-08",,,,,"4",",S","3",",S",,,,,,,,,,,,,"1.14",",,S,06,",,,,,,,"1.72",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-09",,,,,"1",",S","1",",S",,,,,,,,,,,,,"0.55",",,S,01,",,,,,,,"0.55",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-10",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-11",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,30,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2016-12",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-01",,,,,"3",",S","3",",S",,,,,,,,,,,,,"0.55",",,S,15,",,,,,,,"0.78",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-02",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,28,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-03",,,,,"2",",S","0",",S",,,,,,,,,,,,,"0.08",",,S,19,",,,,,,,"0.09",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-04",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,30,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-05",,,,,"3",",S","2",",S",,,,,,,,,,,,,"0.25",",,S,16,",,,,,,,"0.51",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-06",,,,,"4","1,S","3","1,S",,,,,,,,,,,,,"1.12","1,,S,21,",,,,,,,"1.67","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-07",,,,,"1",",S","1",",S",,,,,,,,,,,,,"1.81",",,S,19,",,,,,,,"1.81",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-08",,,,,"2",",S","1",",S",,,,,,,,,,,,,"1.18",",,S,30,",,,,,,,"1.27",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-09",,,,,"1",",S","1",",S",,,,,,,,,,,,,"1.80",",,S,01,",,,,,,,"1.80",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-10",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-11",,,,,"1","2,S","1","2,S",,,,,,,,,,,,,"0.37","2,,S,14,",,,,,,,"0.37","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2017-12",,,,,"1",",S","1",",S",,,,,,,,,,,,,"0.54",",,S,11,",,,,,,,"0.54",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-01",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-02",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.09",",,S,24,",,,,,,,"0.09",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-03",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,31,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-04",,,,,"2","3,S","0","3,S",,,,,,,,,,,,,"0.06","3,,S,10,",,,,,,,"0.10","3,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-05",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-06",,,,,"3",",S","2",",S",,,,,,,,,,,,,"0.45",",,S,27,",,,,,,,"0.74",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-07",,,,,"1","1,S","1","1,S",,,,,,,,,,,,,"0.89","1,,S,05,",,,,,,,"0.89","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-08",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.72",",,S,17,",,,,,,,"0.85",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-09",,,,,"0","3,S","0","3,S",,,,,,,,,,,,,"0.00","3,,S,30,+",,,,,,,"0.00","3,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-10",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,31,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-11",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2018-12",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,31,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-01",,,,,"3",",S","1",",S",,,,,,,,,,,,,"0.20",",,S,21,",,,,,,,"0.24",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-02",,,,,"2","1,S","1","1,S",,,,,,,,,,,,,"1.26","1,,S,21,",,,,,,,"1.33","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-03",,,,,"5",",S","4",",S",,,,,,,,,,,,,"0.35",",,S,11,",,,,,,,"0.92",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-04",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.35",",,S,16,",,,,,,,"0.45",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-05",,,,,"4",",S","1",",S",,,,,,,,,,,,,"0.32",",,S,17,",,,,,,,"0.53",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-06",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.48",",,S,19,",,,,,,,"0.61",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-07",,,,,"2","2,S","1","2,S",,,,,,,,,,,,,"0.43","2,,S,31,",,,,,,,"0.51","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-08",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.71",",,S,11,",,,,,,,"1.14",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-09",,,,,"1","2,S","1","2,S",,,,,,,,,,,,,"0.43","2,,S,01,",,,,,,,"0.43","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-10",,,,,"4",",S","3",",S",,,,,,,,,,,,,"0.39",",,S,04,",,,,,,,"1.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-11",,,,,"4","1,S","3","1,S",,,,,,,,,,,,,"0.43","1,,S,16,",,,,,,,"0.99","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2019-12",,,,,"1",",S","1",",S",,,,,,,,,,,,,"0.31",",,S,13,",,,,,,,"0.31",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-01",,,,,"3",",S","2",",S",,,,,,,,,,,,,"0.43",",,S,13,",,,,,,,"0.63",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-02",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,29,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-03",,,,,"5",",S","3",",S",,,,,,,,,,,,,"2.83",",,S,27,",,,,,,,"3.63",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-04",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,30,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-05",,,,,"2",",S","0",",S",,,,,,,,,,,,,"0.08",",,S,04,",,,,,,,"0.12",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-06",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.08",",,S,06,",,,,,,,"0.08",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-07",,,,,"1",",S","1",",S",,,,,,,,,,,,,"1.71",",,S,22,",,,,,,,"1.71",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-08",,,,,"2","4,S","2","4,S",,,,,,,,,,,,,"0.43","4,,S,07,",,,,,,,"0.55","4,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-09",,,,,"1","5,S","1","5,S",,,,,,,,,,,,,"0.41","5,,S,01,",,,,,,,"0.41","5,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-10",,,,,"0","2,S","0","2,S",,,,,,,,,,,,,"0.00","2,,S,31,+",,,,,,,"0.00","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2020-11",,,,,"0","1,S","0","1,S",,,,,,,,,,,,,"0.00","1,,S,30,+",,,,,,,"0.00","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-01",,,,,"0","2,S","0","2,S",,,,,,,,,,,,,"0.00","2,,S,31,+",,,,,,,"0.00","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-03",,,,,"2",",S","2",",S",,,,,,,,,,,,,"0.31",",,S,22,",,,,,,,"0.59",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-04",,,,,"4",",S","0",",S",,,,,,,,,,,,,"0.06",",,S,21,",,,,,,,"0.15",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-05",,,,,"6",",S","3",",S",,,,,,,,,,,,,"2.91",",,S,06,",,,,,,,"5.50",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-06",,,,,"4",",S","3",",S",,,,,,,,,,,,,"0.79",",,S,17,",,,,,,,"1.40",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-07",,,,,"2","3,S","2","3,S",,,,,,,,,,,,,"0.16","3,,S,17,",,,,,,,"0.28","3,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-08",,,,,"0","4,S","0","4,S",,,,,,,,,,,,,"0.00","4,,S,31,+",,,,,,,"0.00","4,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-10",,,,,"2","2,S","2","2,S",,,,,,,,,,,,,"0.58","2,,S,02,",,,,,,,"1.02","2,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-11",,,,,"0",",S","0",",S",,,,,,,,,,,,,"0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2021-12",,,,,"1","1,S","0","1,S",,,,,,,,,,,,,"0.04","1,,S,26,",,,,,,,"0.04","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-01",,,,,"5",",S","4",",S",,,,,,,,,,,,,"3.15",",,S,07,",,,,,,,"5.45",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-02",,,,,"1","1,S","0","1,S",,,,,,,,,,,,,"0.08","1,,S,09,",,,,,,,"0.08","1,,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-03",,,,,"1",",S","0",",S",,,,,,,,,,,,,"0.01",",,S,03,",,,,,,,"0.01",",,,S",,,,,,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-05",,,,,"1","3,S","1","3,S",,,,,"0","2,S","29","2,S","29","2,S",,,"0.31","3,,S,04,","117","2,S,01,",,,,,"0.31","3,,,S",,,"109.9","2,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-06",,,,,"2","3,S","2","3,S",,,,,"0",",S","30",",S","28",",S",,,"0.91","3,,S,21,","114",",S,03,",,,,,"1.02","3,,,S",,,"106.5",",,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-07",,,,,"11","2,S","9","2,S",,,,,"0","1,S","30","1,S","28","1,S",,,"2.40","2,,S,07,","107","1,S,05,",,,,,"9.59","2,,,S",,,"97.5","1,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-08",,,,,,,,,,,,,"0","3,S","28","3,S","23","3,S",,,,,"103","3,S,11,",,,,,,,,,"96.0","3,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-09",,,,,"0","4,S","0","4,S",,,,,"0","1,S","29","1,S","29","1,S",,,"0.00","4,,S,30,+","105","1,S,10,+",,,,,"0.00","4,,,S",,,"101.6","1,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-10",,,,,"0","5,S","0","5,S",,,,,"0","3,S","28","3,S","27","3,S",,,"0.00","5,,S,31,+","101","3,S,06,+",,,,,"0.00","5,,,S",,,"97.0","3,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-11",,,,,"0","3,S","0","3,S",,,,,"0","5,S","25","5,S","4","5,S",,,"0.00","3,,S,30,+","94","5,S,04,+",,,,,"0.00","3,,,S",,,"85.2","5,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2022-12",,,,,"0","4,S","0","4,S",,,,,"0",",S","27",",S","0",",S",,,"0.00","4,,S,31,+","84",",S,02,+",,,,,"0.00","4,,,S",,,"75.4",",,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-01",,,,,"1","1,S","1","1,S",,,,,"0",",S","19",",S","0",",S",,,"0.23","1,,S,20,","76",",S,11,",,,,,"0.23","1,,,S",,,"70.0",",,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-02",,,"93","4,S","0",",S","0",",S","0","4,S","0","4,S","0",",S","28",",S","1",",S","40","4,S,01,","0.00",",,S,28,+","93",",S,24,",,,"19",",S","0.00",",,,S","68.1","4,S","84.2",",,,S","51.9","4,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-03",,,,,"6","1,S","3","1,S",,,,,"0",",S","31",",S","15",",S",,,"0.27","1,,S,24,","98",",S,15,+",,,,,"0.80","1,,,S",,,"88.7",",,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-04",,,"501","2,S","5",",S","1",",S","0","2,S","0","2,S","0",",S","30",",S","27",",S","61","2,S,21,","0.38",",,S,30,","110",",S,14,",,,"0",",S","0.47",",,,S","83.0","2,S","98.1",",,,S","68.0","2,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-05",,,"661","3,S","3",",S","3",",S","0","3,S","0","3,S","0",",S","31",",S","30",",S","68","3,S,30,","1.10",",,S,16,","112",",S,12,",,,"0",",S","1.92",",,,S","88.7","3,S","102.7",",,,S","74.7","3,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-06",,,,,"4",",S","4",",S",,,,,"0","3,S","27","3,S","27","3,S",,,"0.44",",,S,04,","108","3,S,29,+",,,,,"1.14",",,,S",,,"104.6","3,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-07",,,,,"9",",S","4",",S",,,,,"0","3,S","28","3,S","28","3,S",,,"1.65",",,S,24,","110","3,S,04,",,,,,"3.65",",,,S",,,"103.0","3,,,S",,
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-08",,,,,"1",",S","1",",S","0","4,S","0","4,S","0","2,S","29","2,S","29","2,S","78","4,S,24,","0.12",",,S,21,","104","2,S,22,+",,,,,"0.12",",,,S","91.4","6,S","101.7","2,,,S","81.0","4,,,S"
"PKM00041718","KHANPUR, PK","28.65","70.683","88.0","2023-09",,,,,"0",",S","0",",S",,,,,"0","2,S","28","2,S","28","2,S",,,"0.00",",,S,30,+","108","2,S,08,",,,,,"0.00",",,,S",,,"102.5","2,,,S",,
"PKM00041739","PANJGUR, PK","26.955","64.133","1002.5","2003-05",,,,,"0","2,S","0","2,S",,,,,"0","3,S","28","3,S","24","3,S",,,"0.00","2,,S,31,+","101","3,S,23,+",,,,,"0.00","2,,,S",,,"95.9","3,,,S",,
"PKM00041739","PANJGUR, PK","26.955","64.133","1002.5","2003-06",,,,,"0","3,S","0","3,S","0","5,S","0","5,S","0","2,S","28","2,S","28","2,S","74","5,S,02,","0.00","3,,S,30,+","111","2,S,06,",,,,,"0.00","3,,,S","91.8","7,S","104.4","2,,,S","79.3","5,,,S"
"PKM00041739","PANJGUR, PK","26.955","64.133","1002.5","2003-07",,,,,,,,,,,,,"0","4,S","27","4,S","26","4,S",,,,,"107","4,S,02,",,,,,,,,,"98.9","4,,,S",,
